epoch,train loss,train acc,val loss,val acc
5,0.5468716025352478,0.7665065647632207,0.5132569149136543,0.8035837809244791
5,0.49244824051856995,0.7756076388888888,7.464078859736522,0.2335688273111979
5,0.6931473612785339,0.24885163483796297,11.090357780456543,0.19641621907552084
5,0.6932849486668905,0.49825484664351855,11.196945736805597,0.19641621907552084
10,0.681742215598071,0.5420554832175926,10.0006612042586,0.23112360636393228
15,0.6748603803140146,0.5761899594907407,8.62115428596735,0.23009236653645834
20,0.6540984511375427,0.6121509693287037,9.293275420864424,0.22462336222330728
25,0.6626803676287333,0.5928819444444444,9.412927657365799,0.22417831420898438
30,0.6525794046896475,0.615234375,9.767205695311228,0.2193934122721354
35,0.6389422129701685,0.6351725260416666,9.8408722281456,0.21972147623697916
40,0.6440533156748172,0.6274956597222222,10.115082196891308,0.21785100301106772
5,0.6931460433536105,0.49924949363425924,1.5595852037270863,0.19645563761393228
10,0.6928336708633988,0.47776511863425924,1.559202402830124,0.19688542683919272
15,0.6818241697770578,0.5879087094907407,1.529852623740832,0.21450042724609375
20,0.6534209008570071,0.6065176504629629,1.4610672742128372,0.21518452962239584
25,0.6511045274911104,0.6276132089120371,1.451773226261139,0.21418635050455728
30,0.6491900263009248,0.6141221788194444,1.4578118721644084,0.21143341064453125
35,0.6731751914377566,0.5943287037037037,1.4443069795767467,0.21622467041015625
40,0.635336783197191,0.6401005497685185,1.4550081392129262,0.21074803670247397
45,0.6406316249458878,0.6195927372685185,1.420224626859029,0.21440251668294272
50,0.6479471016813207,0.6173231336805556,1.444779579838117,0.21072769165039062
55,0.64409304217056,0.6142758969907407,1.4087545176347096,0.21561813354492188
60,0.6374367166448522,0.6236888744212963,1.430327574412028,0.21193313598632812
65,0.6563713131127534,0.6088415075231481,1.4169396609067917,0.2234649658203125
70,0.6361604928970337,0.6286711516203703,1.445584386587143,0.21074549357096353
75,0.6389840951672306,0.6337257667824074,1.386922687292099,0.22139358520507812
80,0.6398730200749857,0.6243127893518519,1.3917796065409977,0.21932474772135416
85,0.6494219214827927,0.6204427083333334,1.415009285012881,0.21370061238606772
90,0.6070214366471326,0.67138671875,1.3787105530500412,0.22025426228841147
95,0.6017002176355433,0.6664496527777778,1.3798165420691173,0.21949005126953125
100,0.6360370803762365,0.6339066116898148,1.3845742096503575,0.22299575805664062
105,0.6133112554196958,0.6676341869212963,1.3727726986010869,0.22019068400065103
110,0.6336192201685023,0.6370713975694444,1.3977774381637573,0.21581013997395834
115,0.6259085734685262,0.6428946035879629,1.3674916947881381,0.2197723388671875
120,0.6216968772587953,0.6494050202546297,1.410124475757281,0.2146174112955729
125,0.6239438079021595,0.6500560619212963,1.3670849551757176,0.2194493611653646
130,0.6387267642550998,0.6356336805555556,1.4203955034414928,0.21331024169921875
135,0.6178847595497414,0.6553819444444444,1.419784312446912,0.21468480428059897
140,0.6225437257024977,0.6559516059027778,1.3648899470766385,0.21869913736979166
145,0.6260614814581694,0.650634765625,1.4120059311389923,0.2139409383138021
150,0.6134477235652782,0.6608977141203703,1.3604815155267715,0.2196528116861979
155,0.6067922181553311,0.6712782118055556,1.3578253040711086,0.2194671630859375
160,0.6210921031457407,0.6580765335648148,1.372623120745023,0.2177912394205729
165,0.6108771098984612,0.6657353153935185,1.3723077103495598,0.2174046834309896
170,0.6229554171915408,0.6484194155092593,1.365821788708369,0.21856053670247397
175,0.6276456581221687,0.6510868778935185,1.3877691328525543,0.21537017822265625
180,0.6265261382968338,0.6358416521990741,1.3757992163300514,0.21651585896809897
185,0.6084095570776198,0.6660427517361112,1.3701068212588627,0.22172419230143228
190,0.609248364413226,0.6659342447916666,1.3651081919670105,0.2203521728515625
